[00:01:31]: [Myth-Viet-Scanner] ===== BẮT ĐẦU SCAN =====	
[00:01:32]: [Myth-Viet-Scanner] ----- CHINESE (6281) -----	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.MINISIGN.UNDRAWN = 妾身应该在那上面画些东西。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.PIGSY.DESCRIBE.GOURD_SOUP = 凡物	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.GUACAMOLE = 阿伏伽德罗最喜欢的菜。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.HERMITHOUSE.BUILTUP = 它只需要一点点的爱。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.WHITE_BONE.DESCRIBE.MYTH_TREASURE_BOWL = 只是一场交易罢了	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.YOTC_CARRAT_RACE_START = 不错的起点。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.WILLOW.DESCRIBE.MYTH_GOLDFROG_BASE = 有人设陷	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.JAMMYPRESERVES = 或许该做个罐子。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.WINTER_ORNAMENTLIGHT = 一棵树没有电流就不算完整。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.HUTCH_FISHBOWL.WAITING = 或许他需要点时间？	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.BALLOONVEST = 未找到	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.ATRIUM_GATE.COOLDOWN = 它需要时间恢复。妾身也是。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE_GENERIC = 也许老范知道这个。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.MOONBASE.WRONGSTAFF = 我有一种明显的感觉，这不对。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.NEZA.DESCRIBE.NZ_DAMASK = 三公子怎么披着女孩子家的肚兜~哈哈	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.WENDY.ATTACKER = %s没有尖锐的东西，有吗？	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.BUZZARD = 多么丑怪的一只秃鹫！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.WAXWELLJOURNAL = 真可怕。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.YOTB_BEEFALO_DOLL_NATURE.GENERIC = 科学的配方使其具有最大的可拥抱性。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.PIGSY.DESCRIBE.PEACH_BANQUET = 这可轮不到奴家这种没有脸面的妖精	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.CAVE_ENTRANCE_OPEN.FULL = 妾身会等到有人离开了再进入。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.PIGSY.DESCRIBE.GOURD_OMELET = 好大的胆，尽然拿这种东西敷衍我！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.ACTIONFAIL.DISMANTLE.NOTEMPTY = 我得先把里面的东西弄走。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.QUAGMIRE_SPOTSPICE_SHRUB.PICKED = 从那丛灌木中采集不到更多果实了。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.ACTIONFAIL.GIVE.WRONGGEM = 形状不太对。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.NEZA.DESCRIBE.MYTH_TOY_TIGERDOLL = 嗷呜，大老虎来喽！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.ACTIONFAIL.GIVE.NOTSTAFF = 需要承接太阴月华的法器。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.WILLOW.DESCRIBE.MYTH_ZONGZI_ITEM1 = 不沾那五荤三厌，有什么好吃的	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.YOTC_CARRAT_SCALE_ITEM = 可以秤妾身的胡萝卜鼠。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.WETPOUCH = 这个包裹只能勉强绑在一起。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.AXE = 奴家举不动这个的。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.TROPHYSCALE_OVERSIZEDVEGGIES.BURNT = 妾身想这不是最好的烹饪方式。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.FIRESUPPRESSOR.OFF = 一切都平息了。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.FROGLEGS = 它可是一道美味。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.WANDA.FIRESTARTER = 时间不是你能掌握的。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.GHOSTFLOWER = 妾身不觉的这是荣耀。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.YOTB_BEEFALOSHRINE.BURNT = 闻起来是烤肉的味道。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.WILLOW.DESCRIBE.COMMISSIONER_MPT = 我的苦痛与不甘，岂能被你洗去	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.ANNOUNCE_ENCUMBERED.1 = 气喘...吁吁...	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.PIGSY.DESCRIBE.YANGJIAN_ARMOR = 清寒至极，不敢妄近	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.ACTIONFAIL.GIVEALLTOPLAYER.SLEEPING = 不省人事了。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.HOUNDSTOOTH = 真锋利！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.MADAMEWEB_BEE = 哎呀，我先遁地了	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.COOKIECUTTER = 我不喜欢它盯着船看的眼神……	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.SALTSTACK.GENERIC = 是天然形成的吗？	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.MYTH_FOOD_HYMZ = 细软之上塑形，雕工可以啊	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.TABLE_WINTERS_FEAST.BURNT = 谁会做这种事？	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.PIGHOUSE.LIGHTSOUT = 出来！妾身知道你在家！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.PLANTMEAT = 看着不咋样。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.ACTIONFAIL.PICKUP.NOTMINE_YOTC.2 = 噢，它咬我！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.TRINKET_42 = 它充满了某人的童年记忆。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.PIGSY.DESCRIBE.MYTH_YAMA_STATUE4 = 避之！避之！速速遁去！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.ACTIONFAIL.PICKUP.INUSE = 该等轮到我。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.MYTH_REDLANTERN_GROUND = 此心安处即吾乡	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.WHITE_BONE.DESCRIBE.GOURD_COOKED = 凡物	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YANGJIAN.DESCRIBE.ALCHMY_FUR.GENERIC = 好强的真火，速走速走。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.QUAGMIRE_PARK_GATE.GENERIC = 没钥匙不行。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.RABBIT.HELD = 冥界可没有胡萝卜	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.RED_CAP_COOKED = 现在跟生蘑菇不同了...	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.ACTIONFAIL.ROW_FAIL.BAD_TIMING2 = 别再犯了！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.ANNOUNCE_COLD = 刺骨寒风！入魄侵魂	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.HALLOWEEN_ORNAMENT_3 = 这块木头看起来很适合挂起来。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.MYTH_FOOD_LXQ = 又大又饱满	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YANGJIAN.DESCRIBE.MEDICINE_PESTLE_MYTH = 好一个霞光凛凛的宝器	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.FIREFLIES.GENERIC = 妾身的家里还缺一盏明灯！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.ANNOUNCE_CHARLIE = 不知是哪位？何不出来一见？	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.DRUMSTICK_COOKED = 比狼吞虎咽还更好！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MONKEY_KING.DESCRIBE.MYTH_YAMA_STATUE4 = 阎罗小儿你这庙宇倒是宽敞	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.WHITE_BONE.DESCRIBE.TOKEN_COMMISSIONER = 阴气森森，是非之物	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.MYTH_YAMA_STATUE2 = 有些不一样了	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.PURPLEAMULET = 它在向妾身低语。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.CORN = 高果糖！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.BEEBOX_HERMIT.NOHONEY = 它是空的。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.OCEANFISHINGBOBBER_ROBIN_WINTER = 雪鸟的羽毛十分高冷。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.WINTER_TREESTAND.BURNT = 节日气氛好像变得有点奇妙。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.ACTIONFAIL.POUR_WATER.OUT_OF_WATER = 糟糕，没水了。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.CARROT = 再熟一点就炸了。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.ACTIONFAIL.HITCHUP.INMOOD = 妾身的新坐骑还不错。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.LOTUS_FLOWER = 落日无边红，一截藕花香	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.ATRIUM_OVERGROWTH = 这些符号我一个都不认得。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.ANNOUNCE_MOONALTAR_MINE.SEED_REVEAL = 你自由了！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.DEER.ANTLER = 多么引人注目的一个鹿角啊！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.PIGSY.DESCRIBE.PILL_BOTTLE_GOURD = 仙丹一粒，百年匆匆	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.TURF_FUNGUS = 又一种地皮类型。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.MUSHROOM_LIGHT2.ON = 他看起来冰冰凉凉的。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.CARTOGRAPHYDESK.BURNT = 现在就只有灰烬了。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.WATHGRITHRHAT = 那顶帽子好奇特。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.PLAYER.GENERIC = 你好，%s！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.COOKPOT.BURNT = 锅给烧没了。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.PIGSY.DESCRIBE.BIGPEACH = 哪怕十不足一，我也能功力大增！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.MYTH_INTERIORS_GHG_HE_LEFT = 妾身可看得出你的真身	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MONKEY_KING.DESCRIBE.GOURD = 神仙就好这种作物	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.MUSHROOM_LIGHT.ON = 它又点亮了。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.ACTIONFAIL.COOK.GENERIC = 妾身现在做不了饭。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.COLDFIRE.GENERIC = 肯定能驱走黑暗。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.ANNOUNCE_EAT.SPOILED = 呸！妾身还不至于吃这些个。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.BEEFALO.RIDER = 这家伙看起来挺好骑的。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.FROG.SLEEPING = 啊，看他的睡相！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.WHITE_BONE.DESCRIBE.MYTH_INTERIORS_BED = 不如让我躺在嶙峋白骨上休息一会	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.ACTIONFAIL_GENERIC = 妾身做不到呀。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.WORTOX.GENERIC = 你好，%s！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.NEZA.DESCRIBE.MYTH_INFANT_FRUIT = 长生触手可及	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.ANNOUNCE_ENTER_DARK = 幽夜难！猛虎伺其中。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.WEBBER.GHOST = 妖精？	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.ANNOUNCE_TALK_TO_PLANTS.2 = 你这样的在我那花园里算得上什么。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.BATTLESONG_INSTANT_TAUNT = 恐怕我不是一个持照诗人。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.CANARY.GENERIC = 飞舞的小太阳。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.BONESTEW = 东北大锅炖。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.NINA_BELL = 以后不许胡闹了，知道吗	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.GUACAMOLE = 额，好奇怪的名字。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.SANITYROCK.INACTIVE = 它的其余部分去哪儿了？	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.MYTH_HOUSE_BAMBOO = 哇，好漂亮的小房子呀	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.MOSQUITOSACK = 这也许是别人的血...	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.ACTIONFAIL.SAIL.REPAIR = 它不需要修理。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.WARLY.REVIVER = 总是可以指望%s来做一个计划。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.DRAGONHEADHAT = 所以谁要在前面？	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.CHESSPIECE_BISHOP.GENERIC = 是个石头主教。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.MOONBASE.WRONGSTAFF = 妾身有一种感觉，这明显不对。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.COOKBOOK = 妾身可不会洗手做汤羹。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.TALLBIRDEGG_CRACKED.LONG = 我感觉这需要一些时间...	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.PORTABLETENT = 妾身感觉已经几辈子没睡过好觉了！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.MERMHEAD.BURNT = 烧过的鱼人肉闻起来更糟糕了。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.TRUNKVEST_SUMMER = 荒野休闲装。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.ATRIUM_RUBBLE.LINE_2 = 这块石板已经无法识别了。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.WHITE_BONE.DESCRIBE.CONDENSED_PILL = 猎杀一个新的猎物。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.POTATO_COOKED = 一次成功的温度实验。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.ACTIONFAIL.UNLOCK.WRONGKEY = 妾身做不到。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.SPIDER_HEALER = 哦，太好了，你来伺候奴家吧。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.WX78.ATTACKER = %s，我想我们得调整你的首要指令...	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.POND_ALGAE = 池塘边的水藻。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.SHARK = 我们可能需要一艘更大的船……	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.GHOSTLYELIXIR_FASTREGEN = 非常奇妙的产物	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.ANNOUNCE_KLAUS_ENRAGE = 现在不是什么好机会！！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.PONDEEL = 这能做一道好菜。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YANGJIAN.DESCRIBE.MYTH_BANANA_LEAF = 翠叶如玉	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE_TOODARK = 太黑了，而且有东西在靠近！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.GHOSTLYELIXIR_RETALIATION = 嗯，对。非常科学。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.MYTH_PLANT_INFANTREE_TRUNK = 了无生机，鸡肋之物	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.BOOK_SLEEP = 晚安，在睡梦中死去。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.MARBLEPILLAR = 妾身想妾身能用得上它。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.GLOMMER.GENERIC = 恶趣味，确又不失可爱。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.BEEBOX.GENERIC = 蜜蜂！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.BULLKELP_ROOT = 可以种在深海里。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.ACTIONFAIL.PICKUP.NOTMINE_YOTC.1 = 你可不是妾身的小萝卜。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.PIGSY.DESCRIBE.MYTH_YUTU = 不归是一人得道，鸡犬升天	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.TAMALES = 妾身要是再多吃一些，也许会变得健壮了。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.PUMPKIN_OVERSIZED = 好膨胀的南瓜啊。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.MEATRACK.DRYING = 肉风干需要一些时间。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.TURF_FOREST = 一块地皮。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.PIGELITEFIGHTER4 = 难道你不想打其他人吗？	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.SPORE_SMALL.GENERIC = 那是孢子的眼睛看到的景象。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.YAMA_COMMISSIONERS = 妾身还没到油尽灯枯的时候	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MYTH_YUTU.DESCRIBE.LAOZI_BELL = 我想要一个更漂亮的铃铛	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.MYTH_ZONGZI_ITEM2 = 要咸鸭蛋黄的！	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.LIVINGTREE_ROOT = 你应该被彻底根除。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.MADAMEWEB.DESCRIBE.ROCK_AVOCADO_FRUIT_RIPE_COOKED = 够软了，可以吃了。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.PIGSY.DESCRIBE.MYTH_ZONGZI_ITEM2 = 不过凡俗，少许肉末尔尔	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.PORTABLETENT_ITEM = 有了帐篷可不要膨胀。	
[00:01:32]: [Myth-Viet-Scanner] CN | STRINGS.CHARACTERS.YAMA_COMMISSIONERS.DESCRIBE.TABLE_WINTERS_FEAST.WRONG_TYPE = 不是吃这个的季节。	
